100000
852415188 Landavazo, Huiying 0.05 2020
162306639 Capers, Jenise 2.19 2019
139610721 Marchese, Audrie 1.42 2021
999493158 Cuddington, Efigenia 1.90 2020
967161937 Neyman, Maximiliano 4.45 2018
886996337 Greengo, Zenovia 1.91 2019
439335743 Krug, Minnie 0.83 2019
261569234 Holtgrefe, Makeda 0.39 2018
141271606 Passerino, Ercan 2.46 2019
443867303 Huy, Assunta 0.94 2022
402078777 Zagami, Xu 2.94 2021
668279750 Juneja, Froilan 1.37 2019
205962414 Azulay, Carina 0.31 2021
060713521 Criblez, Jeannetta 0.90 2019
102842864 Andrada, Emidio 2.12 2019
205118081 Burgdorf, Jame 3.94 2021
321335136 Kha, Rumen 0.73 2018
158433383 Dewispelaere, Bernabela 1.41 2020
541839116 Frisco, Eleno 0.85 2019
942216857 Blagg, Hedda 4.90 2021
376021177 Bua, Rainiero 1.37 2021
168491125 Washum, Kauzar 1.16 2021
247172163 Quartuccio, Yun 2.15 2018
904512768 Schwartzkopf, Lambertus 0.65 2019
950622524 Wyly, Munawar 4.87 2018
436287376 Schuber, Mohcin 3.32 2021
102587051 Shakoor, Jackqueline 3.49 2022
823686290 Golda, Lorand 4.36 2020
076529105 Walliser, Hannes 1.98 2022
134668879 Engelkes, Felio 3.41 2022
708417851 Scerbo, Harrison 1.51 2019
226675761 Ancic, Lyle 1.97 2019
086889630 Javis, Samer 2.16 2022
193684074 Golec, Aichata 2.77 2021
697274071 Murnan, Stana 4.18 2022
780270801 Dughi, Ebrima 1.85 2019
525628015 Delauter, Guizlane 0.98 2021
329919883 Keener, Houdaifa 0.42 2022
528774874 Ritchey, Suniva 1.12 2020
393957882 Boards, Arild 2.98 2021
172062511 Derks, Vencislav 3.11 2018
613032460 Possehl, Bakary 1.83 2019
504587103 Rodrequez, Jerica 3.70 2022
217841272 Kastler, Nuvia 4.00 2022
501068560 Auyer, Nakor 3.24 2022
147467732 Ragain, Jimmie 4.22 2019
252875189 Buffone, Brigida 3.96 2018
416161362 Center, Edvaldo 1.14 2022
713650345 Antolini, Hmad 4.93 2022
352961140 Felipe, Lujan 4.14 2019
910830718 Trudeau, Burt 0.67 2018
036559772 Corman, Izortze 1.57 2022
583464308 Severt, Abdur 4.34 2019
785391283 Mccooey, Victoire 0.49 2019
852289222 Feary, Sarka 1.86 2020
079729987 Prusha, Iurdana 0.21 2021
564750450 Terrett, Alane 2.28 2021
783206422 Severn, Assya 3.04 2020
925516152 Zavasky, Zlata 0.64 2018
973275749 Monaghan, Lakhdar 2.85 2018
771929232 Mcnevin, Marilo 2.95 2021
078221008 Merritts, Maffeo 4.89 2019
720195006 Mezzinni, Celinda 0.91 2019
331174418 Selden, Angels 0.38 2022
971668079 Putzer, Mateo 2.87 2021
145602428 Ostling, Miorita 0.15 2019
565242290 Shackleford, Devala 0.26 2020
357060974 Graziosi, Weiming 0.02 2022
324837982 Wernett, Ramses 1.93 2022
440153692 Sipriano, Yevgeniya 2.43 2021
672826152 Piirto, Loaira 0.37 2018
627490819 Holgersen, Alazne 2.31 2022
150590778 Marth, Sayed 1.94 2020
468504876 Gozalez, Maximino 3.55 2021
361696096 Klar, Vianney 4.98 2021
429247308 Buntz, Reginia 4.34 2018
640075415 Heinzmann, Betsy 0.01 2021
383731235 Trendell, Amarouch 2.02 2018
674176899 Menezes, Asia 1.29 2018
131548371 Peabody, Santi 3.94 2019
397252765 Buron, Cleopatra 0.82 2018
203240490 Skolnik, Jianling 0.82 2019
122860769 Pancholi, Eder 4.24 2021
812465499 Hegyi, Yiqiang 1.96 2022
596158739 Hinckle, Carmine 2.55 2019
341668332 Ghibaudy, Guilherme 4.73 2021
224900279 Boehlke, Mamoutou 2.23 2020
354467939 Tocco, Raelene 4.91 2019
593475859 Manuele, Riccardo 1.02 2021
763760698 Reasonover, Danyell 3.74 2018
282389201 Marold, Tianyu 4.83 2019
625012699 Groene, Kimberli 3.69 2021
441502309 Laizure, Mitra 0.95 2018
946553005 Beagley, Adeline 0.53 2022
294869122 Collie, Seyla 0.71 2019
067376974 Pooyouma, Mirene 0.21 2022
335446998 Bedeau, Salud 1.60 2018
541225796 Sulentic, Idriss 2.30 2020
227879751 Amert, Becky 4.19 2020
194314495 Kuhr, Alaide 3.03 2021
996430849 Pecue, Caterine 1.44 2019
523557279 Guastella, Tariq 4.49 2022
282942292 Smayda, Edilson 0.32 2019
967734693 Limb, Phylis 0.28 2018
398972119 Stonier, Khachik 3.74 2022
560623124 Fite, Verena 2.38 2020
867547350 Tupin, Lucrecia 1.59 2018
346332071 Mechler, Urso 3.18 2018
581377852 Faigin, Merle 0.48 2018
495154924 Demulling, Uxuri 4.65 2020
745689788 Hausmann, Eryk 4.60 2021
856650202 Tyra, Romaysa 1.71 2018
902654230 Bolevice, Dine 2.78 2021
637873585 Friel, Leatha 2.25 2019
173278151 Aikin, Urbelina 1.58 2021
739663384 Espada, Soufian 0.03 2018
919671716 Hribal, Franchesca 0.04 2021
070940916 Leonti, Ossama 0.14 2019
607067638 Puidokas, Bi 0.17 2021
200181672 Abes, Kostadinka 3.26 2022
907760263 Fegett, Martha 4.12 2021
448584662 Burnet, Valorie 4.64 2022
052864138 Issa, Rosia 0.18 2019
729127325 Armistead, Tito 4.21 2021
228149996 Jablonsky, Sevdalin 2.35 2020
856231064 Kahrs, Tesha 4.18 2019
616040873 Kaaua, Yobana 2.66 2019
991212945 Ezelle, Haiguang 3.81 2018
152096228 Scircle, Susie 0.77 2022
728589924 Bouer, Tremedal 2.30 2019
516954781 Speyer, Jessie 0.58 2019
942970118 Majeed, Preston 1.70 2019
701340508 Frontera, Yelyzaveta 4.95 2021
782474275 Howington, Ronghua 3.11 2020
362500062 Goetjen, Jeremiah 0.43 2021
074815351 Otteman, Raimund 4.58 2019
588952542 Solgovic, Wenming 1.49 2020
850735610 Segler, Junlei 0.95 2018
535401661 Urzua, Remigijus 1.37 2020
303406111 Hendericks, Fortuna 3.68 2021
684785817 Studley, Rime 3.19 2020
043112418 Chittester, Iman 3.51 2019
314215130 Coin, Pompeya 2.17 2018
781791140 Lauser, Anina 4.58 2019
997004820 Prickett, Reduan 4.65 2019
895498561 Raval, Chaker 0.25 2019
216297848 Troupe, Asghar 1.67 2018
755090453 Mincy, Urtza 2.54 2022
674900309 Killgore, Stoyanov 3.46 2020
635376427 Stefanski, Jermaine 1.09 2018
186670617 Fingerson, Hassna 0.86 2018
577220678 Metter, Aditi 4.19 2019
544972060 Tatge, Maranda 4.51 2022
056601820 Bizub, Xurxo 4.24 2022
469533597 Server, Kontxi 3.49 2020
853649167 Nuding, Rimantas 2.21 2018
784862435 Macall, Zaloa 1.74 2020
434710332 Larreta, Jordi 0.91 2019
714657354 Beaudine, Emilija 2.63 2019
503635094 Mcclaren, Jianlin 3.40 2021
635485808 Dern, Paciencia 2.28 2022
066092688 Woliver, Martirio 4.23 2020
110540561 Kindall, Julud 3.38 2021
259124416 Stansbury, Exiquia 2.29 2020
651447371 Larosa, Brant 3.35 2021
549793609 Skabo, Wava 0.17 2019
030597889 Otano, Iskra 0.53 2019
136916932 Salvitti, Dacil 1.99 2020
716873086 Goodpastor, Ruxanda 1.30 2018
404615159 Guttman, Najla 3.12 2021
480744331 Crogan, Jenara 1.12 2019
229529742 Engl, Eufemia 1.65 2021
255750434 Chui, Bieito 0.98 2021
461012292 Housman, Dorys 0.51 2021
797326356 Bennison, Raven 4.28 2018
964704141 Musinski, Silvana 0.73 2020
164463002 Lowenthal, Eliu 1.24 2021
495898842 Provazek, Reynalda 1.68 2019
077899839 Jaso, Kadia 4.86 2021
294608375 Molenda, Padua 3.40 2018
001394014 Panis, Cristopher 4.28 2021
593549821 Sulzer, Jeanett 3.61 2020
750178620 Perches, Roseanne 3.49 2019
303009709 Dorcas, Gheorge 3.48 2021
082923149 Higbie, Yeimy 3.02 2022
550588427 Nesti, Armine 3.33 2018
816030306 Sznejkowski, Vitaly 3.30 2020
523612829 Pietrok, Yaeko 4.43 2020
763572436 Hasha, Tyler 0.71 2018
275559215 Malkoski, Higini 4.62 2018
063563134 Brillon, Osagie 2.92 2019
050283429 Jamon, Adalberto 1.56 2022
226436908 Trower, Amjad 2.01 2022
298771825 Meraz, Alcino 0.28 2021
809326701 Sessom, Beau 1.54 2018
879462045 Merren, Damaris 4.05 2022
657002810 Cargo, Pasqualina 3.35 2021
060422011 Gangadyal, Hommad 4.55 2022
816470629 Linscott, Lofti 4.68 2022
747352406 Colson, Ninel 2.93 2020
767242709 Descamps, Markel 3.55 2018
728400096 Cheshier, Nadine 0.18 2022
145052515 Erck, Itamar 3.71 2019
060520490 Broermann, Ivana 2.19 2019
532178655 Omohundro, Sukhvinder 2.96 2019
238517859 Trover, Alexei 3.76 2022
105494942 Muhlestein, Macedonio 3.64 2022
907734709 Keaten, Andera 0.06 2021
484884457 Bridgers, Riana 0.98 2018
601478648 Ricaud, Nadine 3.65 2020
520489524 Hagerman, Maximiana 1.65 2018
913990959 Uthe, Thomasine 4.34 2021
511161139 Torrado, Janin 2.34 2019
548032157 Davos, Bailo 0.19 2021
628383562 Carvajal, Eulogi 3.30 2021
489643081 Cheffer, Jounaida 1.40 2018
641818101 Caricofe, Charise 2.66 2020
298424661 Linkovich, Mamadu 4.30 2021
651834578 Malkin, Bingen 0.21 2019
043035280 Ager, Phyllis 1.26 2021
423952021 Wytch, Hipolito 2.91 2022
521052074 Baton, Najlae 1.91 2022
139577333 Coreas, Ryann 0.84 2019
608043414 Imai, Emelda 2.94 2022
633019835 Andreoli, Outman 0.70 2020
568568539 Schmautz, Saverio 4.11 2019
613063775 Vannote, Mikel 0.84 2018
903956993 Haakinson, Tlaitmass 2.94 2019
557125099 Peral, Loreley 4.08 2019
896806022 Goldklang, Leny 0.08 2022
594282591 Gafanha, Gediminas 1.34 2022
854330170 Lesmerises, Karamba 2.27 2018
480459793 Varone, Wioletta 0.27 2022
834515262 Meier, Leisy 3.29 2021
080855570 Kramper, Wenjuan 1.55 2019
567129653 Borchert, Adjutori 2.47 2021
719362736 Valerio, Shenika 2.65 2018
494792458 Gacke, Precious 4.59 2020
531860964 Paukert, Nasera 2.12 2019
694903114 Toth, Bohdana 4.00 2019
050215227 Gallion, Immacolata 4.93 2018
729953056 Boyda, Sarina 0.05 2022
777002765 Beil, Chelsie 2.62 2022
054483593 Nore, Weimei 1.83 2022
886150814 Lanigan, Kenan 0.53 2020
760306297 Meidinger, Claudino 0.79 2020
697183129 Tipping, Bilel 4.78 2019
073674389 Thyfault, Sugoi 1.66 2021
952748104 Southand, Siradio 4.16 2020
707171755 Bujarski, Abel 1.76 2021
479032257 Typhair, Nawel 3.37 2019
036099798 Lipkind, Ginevra 2.68 2021
236080201 Stolley, Levan 0.38 2022
887204529 Longshore, Momna 2.13 2018
108797368 Mungle, Penha 3.53 2020
068418278 Ketelhut, Evdochia 2.30 2018
367855666 Benjamin, Yordanov 1.02 2021
809321624 Schoepp, Gines 0.51 2020
402403747 Yanes, Judie 1.98 2022
777277964 Zecchini, Modesto 1.66 2019
463242541 Yell, Demofilo 4.97 2021
459694128 Zinner, Xaver 4.67 2018
189127260 Stimer, Ilze 4.72 2022
797861089 Arenivas, Josee 1.35 2021
445595450 Steidley, Xuhar 3.82 2022
664743515 Greeson, Alagie 2.19 2020
580513720 Daub, Bonny 1.25 2021
459992676 Bulick, Fiza 0.81 2019
171523358 Geringer, Vladimiro 2.47 2022
835800665 Burggraf, Manana 0.73 2020
218575024 Medaries, Ermengol 3.65 2019
226298929 Siler, Donya 1.65 2022
172221248 Kanz, Drame 1.99 2020
043161202 Dow, Soumiya 4.29 2022
818828632 Janosko, Soria 4.69 2019
795624821 Troy, Aleksey 0.14 2021
043142542 Colclasure, Gretta 0.84 2021
765037251 Stamas, Edinson 0.11 2021
758482071 Weser, Aouda 1.25 2022
921531457 Rampadarat, Ishfaq 1.58 2022
913498552 Maffei, Lorraine 2.72 2022
853316765 Cachu, Normand 4.29 2020
713133371 Rabara, Breanna 3.28 2022
760168527 Lirette, Ryszard 0.46 2022
615351162 Begnaud, Muneeb 1.04 2018
486184498 Murzyn, Rolandas 3.75 2021
480828606 Greenstreet, Pascuala 4.03 2020
215591481 Starcevich, Jules 3.68 2019
041585224 Lamprey, Mohatar 0.95 2018
733088578 Goralski, Kasie 1.27 2018
310825121 Robyn, Lennon 4.94 2021
239681928 Carosella, Malco 0.94 2022
134614974 Yanoff, Kamala 4.84 2020
181572384 Smolski, Ayda 0.71 2020
387620487 Borke, Yvone 2.40 2022
730365386 Rita, Gorgonia 1.31 2019
372319392 Blystone, Tommie 1.74 2019
633930120 Schuppenhauer, Reinhold 0.08 2018
134894949 Speaks, Luca 4.49 2022
728215871 Isaacsen, Nico 2.05 2021
332366819 Aiona, Tran 4.34 2020
853635673 Swolley, Jesper 0.78 2018
836033034 Zuclich, Damiana 3.45 2019
544990526 Finizio, Petter 2.13 2018
341130083 Reid, Mumtaz 0.31 2019
738645878 Erle, Maximilian 3.29 2020
768097683 Core, Xiulian 3.57 2022
500496450 Steich, Latia 0.80 2018
908288903 Mcgirt, Belina 1.55 2020
587004592 Iner, Om 1.13 2021
835910989 Prisock, Kabbour 0.57 2019
955875363 Fuerman, Katty 3.47 2018
682732724 Livington, Cordia 1.03 2018
464682469 Burrell, Mikel 2.52 2021
322558025 Hamad, Marybelle 0.86 2020
929655969 Oberdier, Maitane 1.62 2018
465300638 Sumatzkuku, Ivalina 2.57 2019
131032183 Penhall, Encarnacion 1.94 2020
502517129 Buckendorf, Christena 3.58 2018
628557627 Covington, Iurdana 0.90 2021
662065377 Kidwell, Talia 3.27 2020
668323299 Helberg, Abderrafik 2.25 2021
594724433 Dimartino, Noria 4.60 2018
539639348 Mominee, Maelle 2.03 2021
023558934 Vanderbeek, Livia 2.31 2019
251278868 Sacarello, Consol 1.74 2019
742552790 Willson, Edelmira 4.25 2018
445159630 Korpela, Yuhui 2.58 2019
439522900 Percle, Yuli 2.95 2019
927261604 Texter, Nikolett 4.87 2022
040641308 Manila, Elvira 0.22 2020
498972640 Kopsho, Anghel 4.07 2020
588105085 Gonsalves, Ane 1.67 2021
164582891 Mccaskey, Sanora 4.95 2019
378643105 Engh, Mitsue 3.44 2020
551138731 Shifferd, Manahil 3.17 2020
860342994 Kristy, Ouardia 0.05 2022
672032835 Hamway, Guifen 2.72 2019
807777245 Heinold, Aurina 2.49 2022
089095004 Kolikas, June 3.22 2022
356215243 Bakios, Sole 0.74 2019
501668306 Urben, Xabier 4.93 2020
116995685 Yahna, Albarina 2.15 2020
441282060 Schoenhard, Jovito 2.36 2020
328069730 Teplica, Dorsey 3.56 2022
808252069 Asebedo, Anass 3.48 2019
060519129 Sogge, Maty 2.70 2022
284709746 Massart, Dmitriy 3.12 2021
043672602 Challacombe, Brain 2.41 2021
410834704 Kopf, Ritaj 2.43 2019
732612381 Lilien, Vladut 0.22 2021
421056292 Pomerance, Placeres 4.33 2019
339362506 Rotondo, Weiling 1.49 2022
186261338 Cariveau, Corazon 1.82 2019
663076286 Seifert, Yuying 2.57 2021
484065512 Polski, Wenceslada 0.45 2021
983621388 Occhiogrosso, Annis 2.38 2020
283518112 Steyer, Julen 0.34 2021
974257137 Balay, Ilaria 2.55 2022
069250235 Giberson, Nazarena 0.74 2019
171427536 Scialdone, Ashleigh 0.10 2022
210035622 Levangie, Maissa 1.55 2018
439727295 Fouse, Edorta 3.06 2021
232516238 Gundert, Alano 0.66 2020
334205843 Bettenhausen, Jonnathan 2.51 2020
309074457 Tobon, Omar 2.00 2021
141488941 Lippi, Deisy 3.96 2020
689387286 Charsky, Darell 1.00 2021
544057515 Cantlow, Debroah 2.33 2021
535777035 Brantner, Sade 3.55 2021
556934510 Bakes, Salvacion 2.21 2022
440502547 Beerling, Lorriane 1.56 2022
664796255 Lenhart, Aridany 1.04 2020
929339113 Bult, Ludovica 1.64 2022
100766291 Sloane, Xiangmei 0.20 2019
716661954 Piro, Laurentia 4.88 2020
877686316 Lowrie, Enya 2.07 2020
621308947 Deniston, Genara 1.10 2018
431623705 Duntley, Zinayida 2.60 2018
773504508 Meahl, Aithana 2.84 2022
851388103 Keltner, Yawad 4.08 2021
237493066 Aardema, Yamani 1.58 2022
986478344 Camilo, Makha 3.58 2018
853031156 Burrola, Fidelina 3.83 2020
843558300 Worlie, Yorel 1.89 2022
461094915 Gronitz, Chuan 0.46 2019
064298124 Madonna, Intisar 0.27 2018
162532528 Mountcastle, Nesrine 1.03 2019
921206754 Dodrill, Abdel 4.30 2022
751318328 Licausi, Otmar 2.29 2021
384089654 Griswold, Yekaterina 3.34 2021
762853746 Delorge, Didac 3.53 2019
889930466 Glaab, Jianzhong 3.27 2022
161671877 Dassow, Hodei 0.95 2018
458850132 Bolado, Jinhai 2.96 2019
736191257 Alfandre, Fabiana 0.57 2022
490169619 Snook, Itai 4.00 2019
934113976 Modique, Emin 2.49 2019
418168512 Wiinikainen, Edelweiss 1.73 2020
607931883 Tomb, Gareth 1.43 2019
842389818 Dresbach, Tifany 4.43 2018
908428904 Chavaria, Shaolin 4.74 2020
985306460 Pinela, Genma 2.18 2021
552220587 Miskinis, Ivona 2.89 2019
551267779 Carrelli, Marchelle 0.64 2022
401258549 Bars, Najat 2.80 2020
459572061 Pineo, Hadjira 3.28 2019
762801349 Perelman, Taunya 4.44 2021
331162473 Browns, Sherise 2.41 2018
666731876 Cossaboon, Adriadna 3.05 2020
399239271 Knauer, Atanaska 4.40 2022
090171074 Neither, Dustin 1.75 2018
762916397 Carignan, Lucienne 4.73 2021
066379269 Ledgerwood, Maryellen 2.75 2021
974292520 Buchser, Jamika 0.99 2018
185975326 Mckentie, Mijail 3.01 2022
830959837 Stockdale, Asjad 1.86 2022
890846644 Claude, Yahui 1.62 2022
417985451 Weary, Viola 3.32 2019
703810095 Rieke, Belal 4.19 2020
062211490 Mcalary, Terra 0.73 2020
461170508 Latouf, Herminda 2.00 2018
456498813 Markins, Jerilyn 4.11 2019
750911108 Mulloy, Madaline 4.14 2019
120568725 Eckles, Gilen 4.79 2021
232138659 Rubinstein, Stephan 4.62 2021
332215638 Lembrick, Irena 1.13 2022
524595295 Tretola, Robbin 2.86 2020
654405607 Hasler, Rommel 3.02 2022
308380929 Siefken, Iker 3.20 2022
360102789 Paswaters, Duaa 3.98 2018
037295517 Monell, Audie 2.23 2019
688851402 Despard, Arsela 1.24 2022
773750978 Pangle, Rina 2.26 2021
855490506 Kahuhu, Ela 3.08 2021
470923986 Kehoe, Romaissae 1.58 2020
725606073 Vannoy, Onie 0.46 2021
089578305 Vaszily, Liaqat 4.83 2019
151945308 Donica, Heide 0.01 2020
959791123 Doerrer, Ayelen 2.67 2019
856435201 Eisler, Amiee 2.48 2018
889112762 Sickler, Kary 3.81 2020
038297246 Stallard, Natalija 0.98 2018
555155683 Cicoria, Radek 2.38 2021
930383840 Sprain, Vanina 3.97 2018
015018133 Earnheart, Sana 3.85 2021
554276042 Speed, Apsara 4.73 2020
542278494 Eichholz, Ysmael 4.70 2019
535279806 Borgese, Surinder 4.49 2022
771890692 Kalla, Imeldo 3.87 2020
335036964 Loreg, Brindusa 2.15 2020
031447219 Lamond, Violante 3.42 2021
470967050 Sturino, Judson 3.02 2019
871773465 Scibilia, Karlene 4.12 2019
214400188 Lucken, Zlatina 2.63 2022
290098390 Ceconi, Ludek 0.79 2019
953278883 Quilling, Mohssen 0.49 2021
087030215 Werdlow, Naila 1.05 2020
784429967 Jatho, Elios 2.18 2021
206619354 Drabek, Akim 3.47 2021
712654835 Yagues, Macie 3.13 2019
433706479 Delveechio, Ginette 2.91 2020
003522725 Mezick, Eila 3.97 2021
260788434 Lamirande, Suyog 1.72 2020
353011611 Burgs, Guozhong 2.99 2018
772908444 Knoll, Hella 4.36 2019
691434586 Meres, Wenlong 0.52 2019
371522471 Wesloh, Johan 4.94 2018
487228147 Billips, Alvaro 2.72 2022
429794523 Bonawitz, Goretty 3.85 2020
308318734 Logwood, Apsara 1.09 2018
912404095 Dupler, Nica 2.07 2020
067210327 Mitchler, Aracelis 1.58 2021
158775951 Maro, Quintino 3.97 2021
386102602 Colasamte, Chris 4.53 2018
386299380 Peckler, Ivor 3.52 2020
282428660 Saulnier, Wayne 3.88 2019
313931380 Maceda, Zana 1.22 2021
315635132 Karle, Enaut 0.69 2020
651503754 Tecklenburg, Nayely 2.67 2022
816023264 Forbess, Carolynn 4.38 2022
532338245 Plunk, Lalia 4.23 2022
574018687 Rockey, Lauro 3.77 2019
412267318 Howie, Scheherezade 4.04 2022
388595940 Ruder, Carolino 2.91 2019
956847109 Chaffin, Jefferey 1.48 2019
537937446 Litle, Turid 2.10 2022
551712874 Mateja, Nahla 2.48 2022
058784528 Verrone, Olalla 2.00 2020
172522946 Denison, Anacleta 3.06 2019
474551712 Heppell, Bilyana 2.55 2022
843961303 Orlinski, Florencia 3.01 2019
104063246 Hoovler, Randhir 2.77 2020
166346764 Minari, Donia 4.31 2020
362862016 Williamson, Purisima 2.64 2021
480277282 Service, Elios 3.64 2019
554509671 Delliveneri, Carlita 4.21 2022
723196104 Paulos, Fundamento 3.02 2022
236445852 Lister, Khdija 4.99 2018
649584275 Nabor, Mauren 0.07 2021
814513694 Stukes, Exuperio 0.64 2022
048937541 Bernheim, Fanuta 1.69 2021
794084623 Acevedo, Berdaitz 2.58 2021
697566207 Scheck, Trudi 4.91 2020
746742924 Nenno, Malin 0.87 2021
617796831 Phom, Ndiaye 0.80 2018
934617255 Flynn, Milian 3.15 2020
008274529 Lempka, Edith 1.17 2019
166065254 Morano, Rayhan 0.33 2019
942837143 Borello, Nazarii 4.74 2022
395273236 Ramach, Magina 3.11 2019
627485068 Marshell, Zabulon 4.67 2018
241430325 Sokotowski, Helvia 4.79 2019
345616867 Namaka, Aryan 2.87 2018
491387548 Fromong, Claudio 4.98 2020
559031580 Phommatheth, Ravana 3.25 2019
323922189 Lamas, Sakira 0.36 2021
040365018 Frascella, Sogues 4.23 2022
487452516 Johnsen, Denna 2.53 2020
087770087 Signorelli, Richard 1.09 2022
024179106 Boldenow, Asaad 0.46 2021
931157700 Sibley, Floreano 1.56 2020
247923010 Orlove, Maddie 0.18 2021
453869696 Ewald, Gilberta 0.92 2021
853725936 Drage, Malainin 4.67 2021
954869880 Mosman, Salesa 2.25 2020
412804904 Picht, Lizzie 1.57 2021
545494988 Laporte, Ithaysa 3.27 2021
881908846 Tyndal, Abdelkabir 3.93 2018
871338266 Hedrick, Nerida 1.77 2021
953978574 Endow, Evonne 3.14 2020
027438705 Quaife, Aquilina 2.07 2021
493993438 Basil, Guacimara 4.44 2018
077937858 Wissmann, Clemmie 3.18 2019
972274601 Florczak, Sergo 0.36 2020
652398085 Lagana, Kandace 3.47 2022
123645397 Biehle, Yiyi 0.17 2018
185049013 Oyston, Hamara 0.04 2021
475829649 Sebree, Nelso 3.57 2018
829938049 Bushweller, Yeferson 0.73 2022
615097269 Koyama, Tressa 0.57 2022
574801746 Cafarelli, Saaida 4.10 2019
163518222 Otis, Benyamin 0.68 2019
638887398 Govin, Severin 1.59 2021
873331099 Lestor, Puiu 0.88 2018
961936044 Bickle, Yunia 3.90 2019
332802437 Hanning, Raid 1.62 2021
786522483 Bowlin, Porsche 1.38 2018
186603891 Burkhammer, Gurnam 2.67 2022
615124207 Sedwick, Yubin 0.27 2021
308683003 Danfield, Leyla 3.39 2021
976546990 Unnewehr, Zinaida 4.61 2020
569300033 Libre, Aya 1.39 2020
667789010 Sparrow, Apolonia 0.42 2019
281634422 Kowalczyk, Minerva 0.38 2022
788293127 Beltre, Rossitza 0.69 2018
519875787 Ailsworth, Wen 1.51 2020
648305927 Massoud, Amidou 3.20 2022
687475237 Gramer, Reinhard 2.15 2018
177854578 Jongeling, Casto 4.76 2019
685765296 Grensky, Meggan 2.13 2020
292044166 Warhol, Velia 4.61 2021
366515612 Hankin, Orazio 0.19 2020
888390061 Allnutt, Agurne 3.38 2018
465758701 Barcelona, Iren 3.58 2022
433051023 Palladino, Abdul 4.67 2020
610856562 Dunning, Nauman 0.94 2020
243463780 Hammacher, Boukary 1.39 2022
152821958 Perlow, Ancor 1.00 2022
632594733 Tenzer, Danay 4.01 2020
550719862 Boulos, Huiqin 0.26 2020
933970566 Iafrate, Feras 0.47 2020
998137825 Hokanson, Michaele 1.98 2020
739588101 Holzmeister, Rozina 1.47 2020
251820070 Lazott, Dalmacio 3.89 2019
660364695 Sholtis, Nani 2.98 2020
982227693 Pocekay, Karlene 4.40 2018
126538698 Kreul, Laine 2.54 2022
841038891 Geney, Ilham 4.26 2021
313035720 Pearle, Joslyn 4.38 2022
349998746 Metler, Solomon 4.82 2019
646586454 Slife, Tula 1.85 2022
044795085 Dunnings, Ivano 2.47 2020
778797103 Danese, Ishaq 1.75 2022
166446072 Reichler, Marlies 0.85 2020
296879615 Cassinelli, Mia 2.69 2020
703115936 Strejan, Ghiorghi 3.05 2019
443859264 Kinds, Gaynor 1.55 2018
814105963 Dorward, Oumaima 2.88 2019
651521825 Osterman, Rachal 0.97 2021
778356326 Dosreis, Yannis 1.07 2019
870614408 Weckenborg, Yusef 4.74 2021
653441052 Bejjani, Aase 2.49 2018
384722416 Dyson, Iñaki 1.33 2019
558301301 Ambroziak, Monserrat 3.73 2018
094007756 Hornstein, Salley 4.43 2018
261664916 Nalty, Delma 0.25 2019
618140586 Sciarini, Haoxuan 3.82 2019
568565695 Moglia, Recuerdo 3.41 2018
498667974 Evitts, Donina 1.37 2021
963470171 Anis, Milagro 0.81 2018
280305541 Kerbo, Tesha 0.84 2022
753231019 Medders, Ancor 0.65 2019
163059839 Sangi, Annegret 1.25 2022
222696574 Cariaga, Jammie 2.15 2021
935754731 Lobalbo, Floria 0.30 2021
333185777 Klemme, Jinhao 3.52 2018
458512656 Corriveau, Odei 3.79 2021
936613959 Marchi, Kare 4.42 2020
312015285 Rajaratnam, Raffaele 3.50 2018
566609934 Forgach, Miss 4.98 2019
169209419 Yapp, Pavlin 2.65 2020
731432235 Gaspar, Aleksandras 1.14 2022
307744133 Beougher, Rene 3.53 2019
917456741 Peirson, Valeriu 1.01 2020
822621929 Benzee, Hidaya 2.70 2019
183476125 Dusatko, Joe 2.82 2018
030430384 Guntharp, Santisima 3.03 2019
021861738 Shont, Naheed 1.05 2019
511132107 Poliks, Jacobo 1.19 2020
097472594 Swede, Chantay 3.46 2022
113328176 Yankey, Bernadeta 3.68 2019
930408636 Guerinot, Suiying 1.96 2019
617522337 Balash, Zoubir 2.23 2021
840787564 Hemmingway, Dwight 1.29 2022
359230181 Ferrence, Micki 3.95 2022
694893881 Ardman, Hugo 3.63 2019
024840492 Brugliera, Clay 0.54 2019
647380057 Wirfs, Mehmed 4.12 2018
941226487 Orielly, Earnest 0.63 2018
327920510 Cutburth, Vi 2.78 2019
658159711 Carnagey, Virgelina 4.09 2022
151133464 Mitchum, Liangjun 3.52 2022
175369742 Strini, Ailyn 0.14 2020
111040586 Hanegan, Excelsa 1.70 2021
663062578 Forcier, Xiuwei 2.42 2020
521463307 Schoener, Atsegiñe 0.19 2020
155324663 Caryk, Kemo 0.42 2018
349151671 Stockham, Suliman 0.56 2021
340048551 Yin, Chasidy 2.35 2021
911751887 Hergert, Diosdada 4.50 2018
958231076 Kozik, Eufracia 0.57 2021
037342126 Mclaurine, Eldridge 0.50 2019
184482576 Grimard, Shona 0.95 2022
466884100 Lamela, Abigail 3.15 2022
962669512 Padlo, Babil 1.33 2018
218435531 Vanous, Jianfeng 0.10 2018
497580203 Villacana, Kenji 1.19 2022
386778974 Fennessy, Saira 2.87 2021
448249664 Demonbreun, Samatha 1.38 2018
273659368 Bitetto, Harnek 4.90 2018
723452277 Poinson, Yahui 4.94 2020
704943665 Loeser, Idaira 2.41 2018
