000027379 Trachtenberg, Illia 2.18 2021
751559083 Sanislo, Frieda 3.12 2018
751577758 Grenfell, Adoracio 0.68 2018
751578885 Stary, Zhifeng 0.61 2022
751582895 Mcmenamin, Bakary 4.16 2022
751586917 Prairie, Palmer 1.71 2020
751589211 Connett, Antxoka 1.04 2020
751589469 Blitz, Dobrinka 2.20 2022
751592524 Freidhof, Willis 1.75 2022
751597037 Ostasiewicz, Ouiam 0.02 2019
751600107 Kleparek, Balduino 2.24 2019
751601832 Shearhart, Morteza 3.88 2018
751614878 Gingrich, Jasminka 4.71 2021
751649362 Dolsen, Blau 0.28 2022
751649666 Kari, Joudia 2.52 2021
751670975 Clowdus, Stana 2.01 2018
751677613 Dobbs, Imobach 0.87 2018
751683579 Siglow, Antoniu 4.89 2018
751707264 Redwine, Lucilia 1.56 2020
751739262 Muldrow, Vonnie 4.29 2022
751755967 Ramlakhan, Gurdip 5.00 2022
751759605 Sickendick, Edurne 4.95 2022
751766527 Colaiacovo, Sharron 4.18 2020
751768796 Poire, Christinia 1.82 2018
751772293 Dolfi, Rimantas 2.08 2020
751783127 Mcnear, Cherkaoui 4.00 2021
751786591 Roszales, Melchora 1.71 2022
751790446 Villaneuva, Mahnoor 4.05 2021
751798086 Zannino, Yongjian 0.88 2018
751810721 Kirkpatric, Pius 1.83 2020
751816836 Hannold, Bartola 4.48 2018
751825645 Freier, Achiuta 1.19 2022
751855149 Hearns, Navid 2.80 2019
751858712 Eubank, Antea 2.28 2022
751881002 Kesinger, Tibor 0.48 2018
751923225 Alarcone, Zahid 1.36 2019
751923426 Pazmino, Marica 1.96 2020
751932467 Cruey, Erhimo 2.86 2022
751941343 Louka, Raksasa 4.60 2020
751944190 Loseke, Daira 1.22 2018
751954399 Bresler, Ganix 1.82 2022
751960232 Ankrum, Ridouan 0.05 2020
751966056 Valero, Crispula 0.86 2022
751979010 Hierholzer, Criselda 4.04 2021
751980924 Sutt, Alexis 2.83 2020
751987701 Alalem, Zoi 3.88 2020
751999690 Lagraize, Asura 0.00 2018
752007386 Orendorff, Basilides 0.13 2021
752029279 Dinger, Celsa 1.56 2022
752032850 Woltmann, Marcial 3.32 2021
752036539 Heim, Yaroslava 3.23 2019
752037635 Gasienica, Enmanuel 1.36 2018
752054183 Bilger, Diallo 3.55 2018
752057348 Janak, Costantin 4.41 2020
752071209 Monnett, Gifty 4.76 2019
752082529 Strole, Stalin 4.56 2018
752103252 Marcial, Xuying 3.97 2022
752132510 Kordiak, Josef 2.34 2020
752133072 Siewers, Moriba 4.74 2019
752176853 Konat, Diarra 0.90 2019
752197403 Yadon, Ning 3.40 2022
752206394 Rutt, Xiangyu 4.82 2021
752212248 Marchionni, Alix 4.37 2019
752221903 Ellerbusch, Aurelie 3.81 2018
752235171 Fullwood, Saliou 4.58 2019
752237736 Prester, Benone 1.28 2018
752246678 Jilk, Benno 1.83 2018
752249388 Scyoc, Ibolya 2.12 2019
752270223 Fefer, Armenuhi 2.10 2021
752283013 Kraynak, Alberto 4.00 2022
752287871 Silvas, Jhoselin 2.27 2018
752328691 Blume, Capilla 1.71 2018
752332382 Letchworth, Radames 0.60 2022
752337889 Stracquatanio, Isidro 2.13 2018
752339842 Kess, Bennie 2.86 2020
752351685 Huenergardt, Cheree 2.57 2022
752353995 Bramuchi, Karam 0.11 2022
752354870 Rondo, Rick 4.14 2019
752370609 Prauner, Hisashi 2.02 2018
752390005 Kienle, Jesabel 4.73 2021
752399241 Henn, Loyce 2.22 2022
752402131 Speis, Nazim 3.83 2020
752402188 Dryman, Ismenia 3.93 2020
752416532 Langhorst, Targelia 1.77 2022
752451778 Salandy, Estephany 3.70 2018
752482438 Negrette, Irvin 3.74 2020
752483952 Tickner, Dunixe 1.90 2021
752490431 Cui, Abdennaceur 1.22 2022
752496794 Russwurm, Rajeev 2.65 2020
752496747 Freeburger, Louiza 3.11 2022
752497830 Framer, Evguenia 1.80 2021
752516183 Obringer, Garnet 4.77 2022
752535625 Lariccia, Julie 4.98 2020
752548660 Brenek, Yenay 2.71 2018
752555195 Bastidas, Yaqueline 3.76 2022
752565291 Ontiveroz, Remona 1.07 2021
752565781 Amadio, Shaista 3.06 2022
752574316 Kirch, Remo 3.26 2020
752583672 Oxley, Araiz 4.85 2022
752584653 Bellue, Ferne 2.75 2018
752601839 Meschino, Dulcenombre 0.14 2019
752603867 Heffron, Nuno 4.95 2021
752608380 Hughart, Cheikhou 0.80 2020
752611584 Andre, Zoraida 3.00 2020
752642562 Zwiebel, Randall 3.08 2019
752658323 Ebling, Gurmit 1.08 2021
752660192 Stockfisch, Tibisay 4.91 2020
752691942 Huebner, Thalita 4.53 2021
752704690 Rynn, Rogelio 4.19 2020
752714369 Gangadyal, Larraitz 1.92 2022
752731720 Armentor, Nasrin 0.68 2018
752744719 Urive, Paramjeet 2.41 2019
752752541 Hagist, Zhivko 1.85 2022
752760574 Topps, Fidelis 1.20 2020
752770049 Tolve, Segundo 1.36 2021
752781159 Borden, Dabi 2.90 2021
752782787 Thackrey, Justina 3.07 2020
752791821 Ledo, Mildred 0.30 2022
752796252 Mcclellan, Brandon 0.61 2019
752800025 Mehan, Ania 0.52 2021
752805905 Session, Edelina 2.18 2018
752820138 Hille, Willibald 4.36 2018
752837751 Mattila, Pollyana 3.61 2019
752844875 Skewis, Vivencia 2.80 2022
752846454 Formella, Desmond 0.61 2022
752850884 Cancio, Erundino 1.72 2020
752857384 Budke, Gorgonia 0.34 2020
752864633 Salamacha, Weijian 3.92 2018
752877533 Siggins, Felisardo 0.15 2018
752885570 Blecker, Sondra 4.44 2021
752887603 Sarkissian, Kousar 2.42 2022
752888763 Timchak, Retta 2.17 2019
752919320 Pedde, Lerida 1.26 2022
752930350 Mcmanis, Haizene 4.20 2018
752941081 Hisey, Slavica 3.68 2019
752942527 Vildosola, Vitelio 0.34 2020
752956545 Hebsch, Alzbeta 2.45 2019
752957580 Bullin, Alamgir 0.35 2021
752968059 Raponi, Javi 1.07 2022
752970019 Alling, Aby 0.71 2020
752979397 Kulpa, Covadonga 4.37 2020
752979080 Marye, Zona 4.41 2020
752980114 Juluke, Joakin 4.77 2019
752986531 Brintnall, Fanka 2.61 2019
752993737 Garibaldo, Lleonard 2.94 2022
753002082 Skufca, Claris 0.64 2021
753008679 Resseguie, Arshak 3.31 2019
753021607 Beesmer, Founeke 2.43 2020
753027041 Kirschbaum, Kirenia 1.88 2021
753030562 Heckenberg, Osazee 4.28 2020
753038033 Wimberly, Martijn 3.50 2021
753045918 Mcanally, Vasil 4.71 2019
753052329 Updegraff, Lola 4.07 2021
753056990 Quintanilla, Restituta 3.55 2019
753059699 Israelson, Larhonda 4.52 2022
753073448 Friedland, Chenhao 1.26 2018
753079643 Barshaw, Haiqin 0.33 2020
753118199 Saroukos, Suleman 0.31 2018
753127060 Ellerman, Americo 4.65 2021
753142215 Lizarraga, Hajjaj 1.93 2021
753148872 Soyars, Xose 2.01 2019
753168659 Shisler, Anisha 1.86 2018
753188161 Balderree, Boujama 0.15 2019
753202031 Jagher, Youseff 2.77 2020
753225895 Giddens, Amadea 3.93 2021
753226963 Dovenbarger, Helmer 1.91 2021
753236907 Steenburgh, Yaseen 0.72 2018
753237058 Dufour, Claudia 4.23 2018
753243081 Rheaume, Mstislav 0.12 2019
753264105 Mccommons, Gui 0.44 2020
753272473 Gaff, Antera 1.15 2019
753303848 Daylong, Assis 4.56 2018
753308222 Middaugh, Rasim 3.16 2022
753326624 Onken, Zaila 4.37 2020
753332867 Patnaude, Tirsa 3.76 2018
753336578 Cliffton, Crisantos 0.54 2020
753342541 Garley, Xiangyang 2.98 2021
753366696 Grafenstein, Ricarda 3.43 2020
753366325 Schmader, Pamala 1.75 2019
753373748 Bichel, Kiersten 4.72 2021
753384473 Corbisiero, Sidonio 3.05 2020
753392336 Fornerod, Eusiquio 3.45 2022
753400794 Owen, Carman 4.70 2018
753406245 Mackinlay, Saturnina 3.43 2020
753411090 Wright, Mekka 1.95 2018
753415416 Nolden, Susann 0.38 2019
753420916 Dalton, Bala 1.55 2021
753453322 Kellin, Segimon 0.30 2020
753454674 Charette, Niccolo 0.52 2020
753456371 Blower, Maribel 1.71 2019
753464351 Roscow, Antonie 3.72 2019
753473300 Rougeau, Sheriff 0.76 2018
753482038 Anstead, Marcas 1.54 2020
753487403 Damme, Jaymie 1.79 2022
753488611 Hylan, Bente 0.53 2022
753490472 Lichter, Zia 2.95 2021
753490260 Vanta, Asta 0.96 2021
753494760 Thorp, Ahinoam 4.64 2018
753505453 Rekemeyer, Maribel 3.49 2022
753509556 Robinso, Carlene 2.78 2019
753522650 Blatt, Gisella 1.24 2018
753530574 Misch, Carla 2.01 2021
753546678 Ehli, Rayford 4.17 2022
753564844 Steinauer, Kemberly 4.98 2019
753601934 Hornak, Adriane 0.30 2022
753607305 Rondon, Umer 1.22 2020
753620235 Ramaswamy, Maha 1.72 2020
753634614 Merrithew, Allene 2.47 2019
753636457 Acken, Efigenia 1.20 2020
753639809 Cutcher, Pasquale 0.80 2019
753661318 Gormanous, Trond 2.60 2021
753671121 Stahl, Just 4.21 2019
753695146 Krzesinski, Michela 2.21 2021
753705470 Rosencrantz, Angelia 0.56 2018
753706416 Gulnac, Gheorghita 1.93 2022
753707644 Mccann, Masum 4.38 2020
753743863 Gunder, Aiying 2.39 2021
753744508 Azar, Gitana 4.52 2018
753760821 Lindy, Serapio 0.47 2018
753771102 Jui, Ivanichka 2.41 2019
753799845 Metellus, Karime 4.10 2020
753801851 Staebler, Shahin 4.40 2022
753815141 Aun, Alysia 4.17 2019
753817597 Zephier, Aza 4.95 2021
753818509 Erich, Ageda 3.43 2019
753823586 Lohrey, Veda 4.19 2021
753840519 Postlewait, Indiara 4.84 2019
753843717 Stegner, Fahima 2.78 2022
753843024 Banana, Osazee 0.07 2021
753851857 Grenda, Harutyun 2.59 2018
753861725 Wublin, Karlota 2.13 2018
753863185 Fehlman, Thania 1.28 2021
753869140 Sizelove, Yorel 0.64 2020
753870273 Drenning, Sulayman 4.80 2021
753876014 Knodel, Nohayla 3.47 2021
753896421 Elvert, Sheila 1.34 2019
753905668 Tewes, Bladimiro 0.86 2019
753906345 Lingerfelt, Pattie 2.53 2022
753908457 Hahm, Ryad 3.73 2018
753920697 Schleis, Chunxia 3.57 2020
753936058 Moglia, Zelma 0.43 2021
753943487 Maldonaldo, Sinuhe 2.28 2021
753948733 Belling, Acoidan 1.20 2021
753960852 Magnifico, Youba 1.89 2019
753963264 Seang, Buddy 3.92 2021
753976983 Gerbig, Jinchai 3.02 2020
753986797 Montono, Porter 3.53 2018
754007252 Noll, Lavina 1.92 2019
754032750 Nitzschke, Ussumane 2.05 2018
754034037 Letourneau, Ozie 1.60 2019
754048025 Sokolowich, Rachell 0.36 2018
754066982 Knape, Caiyun 3.28 2020
754081217 Skog, Rino 4.45 2019
754083633 Girven, Annabell 0.18 2019
754084087 Dompe, Nemecia 0.75 2018
754084581 Fadale, Matus 1.83 2021
754086054 Trube, Nadifa 1.10 2020
754087810 Alliance, Keltoum 2.16 2020
754094582 Jeon, Policarpo 0.66 2020
754095851 Kilbert, Khachik 3.41 2021
754098714 Abdula, Christos 4.96 2021
754127094 Chiotti, Mohsan 3.38 2021
754131131 Telecky, Sanela 1.33 2022
754132329 Shasteen, Naoufel 0.10 2020
754139869 Withington, Assis 1.55 2021
754142158 Valdo, Ohara 4.15 2022
754145841 Sodano, Luzviminda 4.82 2020
754148925 Whitehurst, Najiha 1.29 2021
754150000 Devilliers, Zaharia 2.40 2021
754150952 Laverty, Zoita 4.33 2020
754153535 Sehgal, Abdelati 1.44 2021
754177658 Ovdenk, Caitlin 4.61 2022
754188983 Dewit, Joaquima 0.07 2019
754217996 Ransburg, Reba 2.25 2022
754222798 Drozdenko, Flavio 1.10 2019
754226642 Reill, Gorane 1.60 2021
754243480 Dano, Ernie 3.74 2019
754246334 Scudero, Illah 3.63 2019
754259355 Winsted, Adiela 4.38 2019
754275087 Schakel, Jacelyn 1.96 2018
754285277 Siker, Eliany 3.67 2019
754288389 Crofutt, Tlaytmass 3.85 2022
754294241 Trimboli, Wilfrido 2.54 2021
754296915 Codere, Tacko 4.29 2020
754297625 Rehberg, Iballa 1.43 2018
754301060 Oyen, Marylouise 2.99 2021
754305576 Eggink, Crysta 0.33 2018
754316994 Pellow, Hasbia 4.64 2019
754333172 Gragert, Boujema 2.97 2022
754336822 Yennard, Ibraima 0.86 2019
754345195 Derian, Marisela 4.61 2019
754353139 Cockman, Housnia 2.17 2020
754355179 Kualii, Karl 3.66 2020
754358239 Pollan, Yao 4.05 2021
754367633 Canner, Vallivana 4.47 2018
754375178 Greninger, Harjinder 4.73 2022
754380948 Dasher, Gurdip 2.03 2021
754393144 Mertens, Bharat 1.37 2022
754438912 Papakostas, Galla 0.48 2021
754449360 Flamino, Jare 1.71 2018
754455935 Langarica, Nihal 2.05 2019
754464193 Nemecek, Camino 0.44 2020
754467233 Vigue, Elisha 3.77 2021
754473164 Gartman, Wajid 3.50 2022
754490991 Vipperman, Jalid 1.98 2022
754498141 Fabro, Fedir 3.93 2020
754499709 Vanderpoel, Paulius 1.57 2022
754500469 Bundette, Kunti 3.37 2022
754522318 Macioce, Diamantino 0.29 2018
754531808 Tornincasa, Xenia 0.70 2021
754534279 Hefley, Elora 3.86 2020
754534401 Prothero, Virgilio 2.56 2018
754541726 Yurich, Xumiao 2.65 2021
754541881 Sweigart, Mayda 0.78 2020
754544046 Meidlinger, Astrid 3.83 2021
754548575 Eggenberg, Binta 1.94 2020
754568179 Birckhead, Desiderio 1.75 2020
754600229 Sonkens, Maeva 2.35 2019
754602087 Allwardt, Odette 2.87 2020
754603101 Wadlow, Gwyneth 1.51 2021
754603172 Cromie, Shufen 2.00 2021
754607877 Marzili, Hadilla 3.93 2022
754619648 Hiraoka, Daour 4.98 2022
754625581 Alwan, Mohsen 1.96 2020
754639692 Asbill, Ronni 0.38 2020
754641924 Darrigo, Milagros 3.78 2018
754644819 Mcritchie, Alden 2.42 2021
754649223 Polcovich, Mamuka 4.43 2020
754650013 Zieman, Kristeen 4.72 2018
754667553 Saulo, Ginna 0.16 2020
754673766 Michalczik, Agapita 3.99 2022
754675107 Secunda, Ricardas 1.78 2021
754675120 Kology, Iraya 3.85 2019
754686892 Parisian, Melina 4.22 2019
754694598 Kiehl, Airin 2.81 2020
754712579 Edman, Heinrich 4.10 2018
754740401 Crisostomo, Wava 4.07 2018
754756472 Quintas, Yokin 4.75 2018
754771603 Douma, Beau 2.28 2021
754809614 Babbel, Karole 2.74 2020
754816572 Merchen, Katja 2.58 2018
754821497 Jessop, Abdon 2.60 2021
754821864 Santigo, Gricelda 0.07 2020
754829961 Petrilla, Ursina 0.49 2022
754840399 Lust, Aleksandrov 2.08 2018
754870444 Josten, Lolimar 1.15 2020
754875553 Higueros, Esperanto 3.62 2022
754878776 Guiga, Yiyi 0.67 2022
754883361 Rathjen, Ganeko 4.93 2018
754894304 Broglie, Cedric 3.56 2021
754902832 Jerden, Nafissatou 1.75 2021
754903684 Phelan, Atanasio 0.44 2018
754905925 Boaz, Leoncia 2.38 2018
754908493 Egger, Lucille 1.03 2020
754911359 Graf, Myles 3.77 2020
754954399 Trac, Monique 0.60 2021
754959159 Moorehead, Islam 3.05 2019
754967766 Tes, Bouabid 3.17 2019
754971351 Snuggs, Winona 0.64 2021
754979691 Develice, Kandice 2.43 2018
754998593 Stickney, Siny 2.45 2018
755019067 Severa, Ianko 3.12 2019
755031035 Canty, Kaye 2.73 2018
755033236 Sarka, Houda 1.96 2019
755039092 Boulier, Reena 4.50 2021
755051504 Mierez, Felicito 1.22 2020
755064710 Degele, Ahmet 4.82 2021
755073005 Spannuth, Chen 3.00 2022
755074944 Brabson, Hercules 0.27 2020
755075025 Gibbins, Alexis 0.90 2021
755093790 Woelk, Yailin 1.59 2019
755095639 Gendler, Darrick 0.17 2022
755108938 Mccleary, Jinsheng 0.49 2022
755124741 Goreczny, Tabetha 4.19 2018
755139008 Messner, Dewitt 0.05 2020
755157160 Tadlock, Yaryna 4.49 2018
755189394 Huberty, Simo 0.63 2021
755194108 Mucci, Avetik 2.52 2022
755201802 Ocamb, Tyesha 3.02 2021
755205248 Busack, Moneiba 1.78 2018
755208298 Gargus, Amit 2.17 2018
755220791 Manry, Juda 4.90 2019
755235892 Carlucci, Sfia 3.38 2018
755273491 Gerwin, Amadora 4.62 2021
755292771 Gange, Maricarmen 4.29 2021
755300756 Paluso, Freida 1.60 2020
755316910 Jaworowicz, Zoubaida 0.48 2018
755317757 Curfman, Kwaku 1.54 2019
755327164 Sousa, Jesusita 3.26 2022
755331185 Laramie, Hilari 3.29 2020
755333182 Trieger, Yuemei 3.29 2019
755355852 Yetzer, Sheron 2.85 2021
755360001 Constance, Estilita 4.46 2020
755363025 Mayville, Fausta 2.16 2022
755394168 Sweazey, Cuimei 0.73 2018
755398750 Diiulio, Darron 2.51 2018
755413853 Alcaoa, Hebert 2.64 2021
755428673 Altop, Anet 1.48 2022
755433543 Gandara, Malkeet 3.51 2022
755478170 Starrs, Benildo 4.93 2021
755507039 Blecker, Fuentes 4.97 2019
755522029 Marotto, Mrabih 3.81 2020
755525374 Friedrichs, Radoslaw 0.76 2021
755540798 Bidstrup, Melodi 2.09 2019
755552376 Stoffer, Homobono 2.57 2019
755554174 Gierhart, Jesusita 2.91 2022
755569569 Pullem, Izam 3.47 2020
755574254 Henry, Idella 3.80 2022
755588496 Swanda, Audie 1.69 2018
755601639 Koenigsfeld, Alice 1.17 2022
755626396 Percy, Olimpia 2.24 2019
755650154 Randles, Nelo 1.14 2022
755656196 Thornell, Vlada 4.78 2021
755666981 Crise, Gernot 4.84 2022
755669885 Nagase, Aiko 3.88 2022
755676357 Lamus, En 0.68 2018
755703862 Jackley, Sinziana 2.04 2021
755713369 Ockmond, Douae 3.33 2018
755713961 Salowitz, Lidia 0.10 2020
755729997 Readus, Merzak 1.11 2022
755735153 Dinizio, Etor 4.55 2021
755743261 Overland, Pamela 2.50 2019
755743126 Peri, Cirilo 2.29 2019
755756583 Kueny, Chahinez 0.19 2022
755760022 Guderian, Emmy 3.14 2020
755770609 Ertle, Azeddin 1.95 2021
755780045 Gonseth, Orentina 1.25 2022
755803687 Wirtzfeld, Oristila 0.08 2018
755826898 Salis, Solanyi 1.87 2022
755837208 Flaherty, Korneliya 1.74 2022
755854943 Dalgleish, Azarias 0.81 2021
755858796 Stremel, Esneda 2.37 2018
755865312 Holdridge, Boubacar 3.23 2019
755873621 Poynor, Eutiquio 3.75 2018
755877840 Greis, Nasser 0.22 2021
755878789 Jolivette, Elicinia 2.93 2018
755881136 Tylor, Louiza 0.67 2021
755883633 Agyeman, Otelia 2.08 2022
755891199 Jesiolowski, Strahil 0.64 2020
755918454 Gerst, Cristi 3.07 2019
755927107 Fannin, Abdelkrim 2.24 2021
755941413 Bristol, Marijana 0.99 2018
755963026 Hillers, Jinling 2.57 2021
755964122 Motley, Davi 0.98 2020
755997649 Kennemer, Melani 0.56 2019
756001463 Kirkner, Evan 3.86 2018
756017989 Mccourt, Cleofas 3.17 2020
756018592 Rodolph, Josias 1.03 2022
756020598 Dewey, Maniang 4.33 2019
756025010 Buening, Kaila 1.11 2022
756030183 Mintzer, Bunny 0.89 2021
756043852 Hitzler, Yuliet 3.57 2021
756044586 Riggsby, Minervina 2.00 2019
756070976 Kalfa, Ruiman 2.90 2020
756106535 Dyar, Issaka 3.02 2019
756112488 Eastman, Paule 4.61 2019
756112408 Calligy, Sverre 2.23 2020
756115826 Rittie, Paco 3.27 2022
756132231 Bee, Achoura 4.55 2022
756132069 Dellapenta, Haytam 1.30 2022
756140207 Daise, Jinsheng 0.32 2019
756143217 Manora, Louise 1.09 2018
756152994 Byassee, Razak 1.88 2022
756159603 Fenlon, Batilde 1.74 2018
756159445 Bucolo, Eliberta 2.61 2019
756170426 Gunyon, Amor 2.62 2020
756171128 Peffers, Chaudhry 0.39 2019
756173756 Coletti, Giorgian 4.64 2018
756184968 Champany, Zaur 0.03 2020
756212710 Regino, Olesea 2.37 2019
756234522 Hulett, Bertran 0.62 2019
756241287 Mussmann, Abid 1.18 2021
756272311 Racitano, Rumaisa 2.62 2018
756273893 Bennard, Melda 1.64 2018
756281201 Stouch, Abibatou 1.94 2019
756282324 Blaise, Kexin 1.38 2022
756299697 Caughey, Fausti 0.66 2022
756307496 Hitch, Mohammadine 0.01 2020
756312342 Slunaker, Milagritos 3.69 2020
756315577 Knabb, Magina 4.34 2022
756318741 Alamos, Emmanouil 1.57 2022
756326425 Stiliner, Baya 3.18 2018
756340691 Prechtel, Monserra 0.51 2018
756358433 Union, Aihong 4.66 2022
756365684 Uccellini, Dorcas 0.96 2018
756377540 Mcmickell, Huamei 1.90 2018
756382428 Fergurson, Humaima 1.81 2018
756410264 Lynott, Tasneem 0.97 2020
756411859 Curie, Saman 1.45 2020
756414135 Bourdage, Agnieszka 2.39 2021
756414338 Lapolla, Russell 0.77 2019
756416782 Lecea, Javid 0.55 2018
756423416 Lotzer, Deivis 3.63 2022
756432823 Hentze, Noemy 2.75 2019
756450582 Hastie, Arcenia 0.79 2021
756463164 Dunemann, Wassima 4.45 2018
756475850 Oza, Shasha 4.24 2021
756475036 Ackison, Fadwa 4.91 2020
756501594 Hordge, Sobiha 2.77 2020
756509726 Centers, Adargoma 3.65 2022
756515341 Dusel, Amadeu 0.68 2021
756517965 Snair, Emeric 4.54 2022
756528223 Shadley, Navneet 3.69 2020
756531635 Serafine, Erian 3.02 2019
756546451 Mcgarr, Yerik 3.38 2021
756558676 Balfany, Mayi 1.91 2021
756574012 Wohlschlegel, Asma 4.60 2018
756576567 Cabeza, Ariam 4.04 2021
756577395 Wassmann, Iradi 0.01 2022
756579491 Schiel, Andreas 0.97 2020
756579873 Friedly, Zhijian 4.24 2020
756586586 Huso, Yanka 4.51 2018
756600360 Udani, Korey 2.22 2019
756608065 Heinzen, Areta 3.55 2018
756610333 Honeywell, Keva 0.36 2018
756626235 Matskin, Armandas 4.90 2018
756634800 Marlo, Herodes 1.79 2021
756636284 Buchwalter, Enar 3.45 2022
756672763 Demaio, Elfreda 2.58 2020
756682379 Gryder, Kausar 3.30 2018
756682781 Mohr, Amagoia 2.27 2018
756688469 Caretto, Yulong 0.65 2021
756690412 Landolf, Yassim 3.74 2019
756694328 Justen, Georg 0.72 2021
756697043 Tobey, Moctar 4.97 2019
756698179 Blackaby, Code 2.41 2020
756701628 Shern, Rogelio 3.74 2018
756707127 Mcgunnis, Eliana 0.57 2021
756708106 Borguez, Gaudelia 3.37 2019
756709225 Demarc, Seynabou 1.16 2018
756710952 Musilli, Ilsa 1.90 2019
756710244 Mcclary, Chrystian 0.41 2019
756721650 Vuturo, Sheima 2.41 2020
756725547 Trumball, Lucindo 2.00 2020
756733772 Hefflinger, Wenceslaa 2.74 2019
756748411 Klinnert, Detelina 2.98 2022
756755007 Dollinger, Serina 0.35 2021
756764576 Archambeault, Axenia 4.65 2020
756776826 Criger, Wessal 0.86 2020
756796858 Raeder, Egon 3.03 2020
756804425 Agpaoa, Doa 2.60 2018
756819041 Shamir, Neeltje 1.13 2018
756820532 Bruzas, Success 2.32 2021
756826947 Almen, Eugene 0.62 2021
756873622 Donachie, Shalon 2.94 2019
756882172 Gust, Anastacio 4.82 2022
756893617 Mcmillin, Evilasia 1.57 2021
756894309 Cushman, Jagdish 3.84 2018
756895429 Stoecklin, Drame 3.41 2021
756900694 Pesick, Yobana 3.57 2021
756902285 Nassr, Haihua 3.45 2020
756903182 Frieler, Desheng 0.63 2018
756921322 Mogush, Jolyn 0.66 2022
756927850 Ximenez, Sherlyn 2.36 2022
756932018 Dulay, Kemal 2.80 2019
756935422 Lawrenz, Redosinda 0.76 2021
756959560 Raque, Karolina 3.51 2021
756960502 Zanayed, Donaciano 1.42 2018
756986459 Frantum, Aletha 4.54 2018
756987128 Kunde, Nunilon 2.20 2022
756988350 Willens, Naziha 4.07 2019
756989157 Perich, Yareli 4.05 2020
757004142 Vanhuss, Valerico 2.99 2022
757005421 Ferrarini, Sameh 2.14 2018
757009863 Orrick, Nieve 1.58 2019
757022137 Resto, Yash 3.96 2018
757054629 Fulford, Eneritz 3.25 2022
757059512 Santerre, Arelys 4.95 2019
757064647 Nanz, Lioba 0.91 2018
757065658 Gally, Lacy 0.51 2022
757067066 Fallis, Andrey 4.11 2018
757067762 Semon, Henk 2.59 2021
757108561 Galson, Yudelkis 0.03 2021
757127361 Langeveld, Fernando 3.85 2022
757143971 Steppello, Hamada 0.04 2018
757144896 Prenatt, Nannie 0.45 2018
757148157 Canedy, Chenyi 0.95 2021
757151842 Iannone, Rosalyn 0.95 2021
757157578 Lindstrom, Yiwei 4.08 2020
757177110 Sillas, Sylla 2.46 2020
757179551 Bissegger, Nadi 0.79 2018
757181307 Moog, Misha 3.76 2020
757182686 Jakob, Flavius 2.67 2019
757183918 Goepel, Orion 1.13 2018
757194732 Wallenda, Suzana 2.11 2020
757196818 Truskowski, Gintautas 4.71 2020
757198345 Kim, Chourouk 4.93 2021
757208215 Dembek, Yamila 3.28 2019
757232781 Speach, Alassane 4.91 2022
757235337 Finello, Neisy 2.89 2022
757241644 Talentino, Matutina 0.66 2020
757250320 Wamhoff, Tiburcio 0.76 2021
757263800 Mckeirnan, Toucha 0.72 2018
757285032 Suders, Sevgyul 2.31 2018
757287665 Winer, Twanna 0.16 2019
757296501 Zierk, Servulo 4.74 2022
757308650 Marsters, Metin 2.90 2018
757319466 Reutzel, Elias 3.68 2020
757329141 Paniccia, Lluisa 3.60 2022
757332453 Grate, Angelito 3.62 2022
757339612 Bleggi, Sanae 1.10 2019
757352877 Schlager, Cremencio 0.77 2021
757353846 Groover, Calvin 3.11 2018
757354705 Reefer, Ribhu 4.57 2020
757358265 Farrar, Rozalia 4.01 2019
757381445 Lucore, Albarina 2.10 2018
757388587 Amentler, Ekaitz 4.83 2018
757392361 Donton, Keely 2.06 2019
757403857 Reffner, Segismundo 0.11 2018
757419293 Flannigan, Dorca 2.98 2022
757426291 Bialas, Barry 4.34 2020
757434772 Monaco, Esperanza 2.06 2019
757437162 Showman, Rajeev 3.15 2022
757455397 Mccory, Anchel 4.11 2022
757464138 Reep, Orentino 4.03 2021
757467896 Benn, Hussein 3.67 2022
757475839 Sitkiewicz, Cleber 3.54 2021
757488797 Gostowski, Lizhong 4.23 2021
757512129 Quilty, Mames 3.01 2021
757526745 Clewes, Canto 0.99 2019
757537796 Tassoni, Wladimiro 2.26 2020
757549004 Trokey, Tressie 0.10 2019
757594441 Mciwraith, Raudel 0.82 2018
757601105 Nedina, Lenore 4.29 2020
757629034 Varuzzo, Isidoro 4.59 2021
757646459 Gillooly, Adem 1.96 2020
757650462 Duber, Adeline 1.08 2021
757657842 Huberman, Bouabid 4.75 2020
757662455 Fetzer, Wenwen 2.27 2019
757671399 Last, Lone 4.85 2020
757707922 Fahlsing, Nila 4.68 2021
757712492 Kalmbach, Pineda 2.27 2022
757743454 Steinger, Sommer 3.03 2020
757746411 Molesworth, Bousselham 4.74 2021
757775940 Bohman, Jiajie 1.68 2018
757789993 Wilcoxon, Marah 2.24 2022
757790231 Schreckhise, Gari 4.00 2019
757807163 Gilton, Billi 1.55 2018
757838388 Grindell, Aytana 3.50 2021
757838924 Streeper, Gisella 4.48 2020
757848732 Hornish, Wonda 3.20 2021
757862617 Andresen, Uzuri 2.29 2018
757872153 Haisley, Isabel 2.13 2018
757909459 Bogert, Albina 1.21 2018
757914157 Schnetter, Jerrica 4.49 2018
757917073 Carras, Artai 4.75 2020
757927312 Radley, Constancia 4.20 2019
757927803 Somera, Ainize 0.69 2019
757941863 Freyer, Sua 4.64 2020
757957541 Paino, Castorina 3.52 2019
